assembly_accession,current_accession,organism_name,tax_id,assembly_name,status,superkingdom,kingdom,phylum,class,order,family,genus,species
GCF_000223375.1,GCF_000223375.1,Ketogulonicigenium vulgare WSH-001,759362,ASM22337v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ketogulonicigenium,Ketogulonicigenium vulgare
GCF_000223395.1,GCF_000223395.1,Pyrolobus fumarii 1A,694429,ASM22339v1,resolved,Archaea,Thermoproteati,Thermoproteota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Pyrolobus,Pyrolobus fumarii
GCF_000223885.1,GCF_000223885.1,Stenotrophomonas maltophilia JV3,868597,ASM22388v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Stenotrophomonas,Stenotrophomonas maltophilia
GCF_000223905.1,GCF_000223905.1,Haloarcula hispanica ATCC 33960,634497,ASM22390v1,resolved,Archaea,Methanobacteriati,Methanobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula hispanica
GCF_000224005.2,GCF_000224005.2,Marichromatium purpuratum 984,765910,ASM22400v3,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Marichromatium,Marichromatium purpuratum
GCF_000224085.1,GCF_000224085.1,Allomuricauda ruestringensis DSM 13258,886377,ASM22408v1,resolved,Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flagellimonas,Flagellimonas ruestringensis
GCF_000224105.1,GCF_000224105.1,Mycoplasma putrefaciens KS1,743965,ASM22410v1,resolved,Bacteria,Bacillati,Mycoplasmatota,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma putrefaciens
GCF_000224435.1,GCF_000224435.1,Mycobacterium tuberculosis CTRI-2,707235,ASM22443v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis
GCF_000224475.1,GCF_000224475.1,halophilic archaeon DL31,756883,ASM22447v1,resolved,Archaea,Methanobacteriati,Methanobacteriota,Halobacteria,Halobacteriales,,,halophilic archaeon DL31
GCF_000224535.1,GCF_000224535.1,Helicobacter pylori Puno120,1055528,ASM22453v1,resolved,Bacteria,Pseudomonadati,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori
GCF_000224555.1,GCF_000224555.1,Helicobacter pylori Puno135,1055529,ASM22455v1,resolved,Bacteria,Pseudomonadati,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori
GCF_000224575.1,GCF_000224575.1,Helicobacter pylori SNT49,1055530,ASM22457v1,resolved,Bacteria,Pseudomonadati,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori
GCF_000224675.1,GCF_000224675.1,Enterobacter soli,885040,ASM22467v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter soli
GCF_000224745.1,GCF_000224745.1,Rhodothermus marinus SG0.5JP17-172,762570,ASM22474v1,resolved,Bacteria,Pseudomonadati,Rhodothermota,Rhodothermia,Rhodothermales,Rhodothermaceae,Rhodothermus,Rhodothermus marinus
GCF_000224965.2,GCF_000224965.2,Bifidobacterium animalis subsp. lactis BLC1,1075106,ASM22496v2,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium animalis
GCF_000224985.1,GCF_000224985.1,Ligilactobacillus ruminis ATCC 27782,1069534,ASM22498v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus ruminis
GCF_000225265.1,GCF_000225265.1,Priestia megaterium WSH-002,1006007,ASM22526v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Caryophanales,Bacillaceae,Priestia,Priestia megaterium
GCF_000225325.1,GCF_000225325.1,Fructilactobacillus sanfranciscensis TMW 1.1304,714313,ASM22532v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus,Fructilactobacillus sanfranciscensis
GCF_000225345.1,GCF_000225345.1,Roseburia hominis A2-183,585394,ASM22534v1,resolved,Bacteria,Bacillati,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia hominis
GCF_000225445.1,GCF_000225445.1,Buchnera aphidicola str. Ak (Acyrthosiphon kondoi),1005090,ASM22544v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera,Buchnera aphidicola
GCF_000225465.1,GCF_000225465.1,Buchnera aphidicola str. Ua (Uroleucon ambrosiae),1005057,ASM22546v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera,Buchnera aphidicola
GCF_000225915.1,GCF_000225915.1,Xanthomonas euvesicatoria pv. citrumelo F1,981368,ASM22591v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,Xanthomonas euvesicatoria
GCF_000225955.1,GCF_000225955.1,Rhodospirillum rubrum F11,1036743,ASM22595v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,Rhodospirillum rubrum
GCF_000226155.1,GCF_000226155.1,Pseudomonas aeruginosa M18,941193,ASM22615v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
GCF_000226275.2,GCF_000226275.2,Acinetobacter baumannii MDR-ZJ06,497978,ASM22627v2,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii
GCF_000226295.1,GCF_000226295.1,Chloracidobacterium thermophilum B,981222,ASM22629v1,resolved,Bacteria,Pseudomonadati,Acidobacteriota,Blastocatellia,Chloracidobacteriales,Chloracidobacteriaceae,Chloracidobacterium,Chloracidobacterium thermophilum
GCF_000226315.1,GCF_000226315.1,Micavibrio aeruginosavorus ARL-13,856793,ASM22631v1,resolved,Bacteria,Pseudomonadati,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Pseudobdellovibrionaceae,Micavibrio,Micavibrio aeruginosavorus
GCF_000226565.1,GCF_000226565.1,Brumicola nitratireducens FR1064,1085623,ASM22656v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Brumicola,Brumicola nitratireducens
GCF_000226605.1,GCF_000226605.1,Chlamydia trachomatis A2497,580047,ASM22660v1,resolved,Bacteria,Pseudomonadati,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis
GCF_000226625.1,GCF_000226625.1,Taylorella asinigenitalis MCE3,1008459,ASM22662v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Taylorella,Taylorella asinigenitalis
GCF_000226975.2,GCF_000226975.2,Natronobacterium lacisalsi AJ5,358396,ASM22697v3,resolved,Archaea,Methanobacteriati,Methanobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronobacterium,Natronobacterium lacisalsi
GCF_000227175.1,GCF_000227175.1,Corynebacterium pseudotuberculosis 42/02-A,1087453,ASM22717v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium pseudotuberculosis
GCF_000227465.1,GCF_000227465.1,Bacillus spizizenii TU-B-10,1052585,ASM22746v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Caryophanales,Bacillaceae,Bacillus,Bacillus spizizenii
GCF_000227485.1,GCF_000227485.1,Bacillus subtilis subsp. subtilis str. RO-NN-1,1052588,ASM22748v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Caryophanales,Bacillaceae,Bacillus,Bacillus subtilis
GCF_000227605.3,GCF_000227605.3,Corynebacterium pseudotuberculosis CIP 52.97,935697,ASM22760v3,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium pseudotuberculosis
GCF_000227625.1,GCF_000227625.1,Escherichia coli O7:K1 str. CE10,1072459,ASM22762v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_000227645.1,GCF_000227645.1,Brucella melitensis NI,1029825,ASM22764v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella,Brucella melitensis
GCF_000227665.2,GCF_000227665.2,Thiomicrospira aerophila AL3,717772,ASM22766v3,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Thiomicrospira,Thiomicrospira aerophila
GCF_000227685.2,GCF_000227685.2,Thioalkalivibrio paradoxus ARh 1,713585,ASM22768v3,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio paradoxus
GCF_000227705.2,GCF_000227705.2,Thermobacillus composti KWC4,717605,ASM22770v3,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Thermobacillus,Thermobacillus composti
GCF_000227745.2,GCF_000227745.2,Thiocystis violascens DSM 198,765911,ASM22774v3,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocystis,Thiocystis violascens
GCF_000230275.1,GCF_000230275.1,Acidaminococcus intestini RyC-MR95,568816,ASM23027v1,resolved,Bacteria,Bacillati,Bacillota,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus intestini
GCF_000230295.1,GCF_000230295.1,Streptococcus pyogenes Alab49,487215,ASM23029v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pyogenes
GCF_000230555.1,GCF_000230555.1,Pelagibacterium halotolerans B2,1082931,ASM23055v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Pelagibacterium,Pelagibacterium halotolerans
GCF_000230655.2,GCF_000230655.2,Thermotoga maritima MSB8,243274,ASM23065v3,resolved,Bacteria,Thermotogati,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga maritima
GCF_000230695.2,GCF_000230695.2,Rhodanobacter denitrificans,666685,ASM23069v3,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Rhodanobacter,Rhodanobacter denitrificans
GCF_000230715.2,GCF_000230715.2,Natronobacterium gregoryi SP2,797304,ASM23071v3,resolved,Archaea,Methanobacteriati,Methanobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronobacterium,Natronobacterium gregoryi
GCF_000230735.2,GCF_000230735.2,Natrinema pellirubrum DSM 15624,797303,ASM23073v3,resolved,Archaea,Methanobacteriati,Methanobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema pellirubrum
GCF_000230895.2,GCF_000230895.2,Mycolicibacterium rhodesiae NBB3,710685,ASM23089v3,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium rhodesiae
GCF_000230955.2,GCF_000230955.2,Halobacterium sp. DL1,751944,ASM23095v3,resolved,Archaea,Methanobacteriati,Methanobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium sp. DL1
GCF_000230975.2,GCF_000230975.2,Hyphomicrobium denitrificans 1NES1,670307,ASM23097v3,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium denitrificans
GCF_000230995.2,GCF_000230995.2,Mesorhizobium australicum WSM2073,754035,ASM23099v3,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium australicum
GCF_000231015.2,GCF_000231015.2,Desulfurococcus amylolyticus DSM 16532,768672,ASM23101v3,resolved,Archaea,Thermoproteati,Thermoproteota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Desulfurococcus,Desulfurococcus amylolyticus
GCF_000231175.1,GCF_000231175.1,Leptospira interrogans serovar Lai str. IPAV,573825,ASM23117v1,resolved,Bacteria,Pseudomonadati,Spirochaetota,Leptospiria,Leptospirales,Leptospiraceae,Leptospira,Leptospira interrogans
GCF_000231215.1,GCF_000231215.1,Cutibacterium acnes subsp. defendens ATCC 11828,1091045,ASM23121v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
GCF_000231385.2,GCF_000231385.2,Desulfosporosinus meridiei DSM 13257,768704,ASM23138v3,resolved,Bacteria,Bacillati,Bacillota,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfosporosinus,Desulfosporosinus meridiei
GCF_000231405.2,GCF_000231405.2,Desulfitobacterium metallireducens DSM 15288,871968,ASM23140v3,resolved,Bacteria,Bacillati,Bacillota,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfitobacterium,Desulfitobacterium metallireducens
GCF_000231865.1,GCF_000231865.1,Streptococcus suis SS12,1005041,ASM23186v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis
GCF_000231885.1,GCF_000231885.1,Streptococcus suis D9,1005042,ASM23188v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis
GCF_000231905.1,GCF_000231905.1,Streptococcus suis D12,1004952,ASM23190v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis
GCF_000231925.1,GCF_000231925.1,Streptococcus suis ST1,1004951,ASM23192v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis
GCF_000233435.1,GCF_000233435.1,Blattabacterium sp. (Mastotermes darwiniensis) str. MADAR,1074889,ASM23343v1,resolved,Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,Blattabacterium,Blattabacterium sp. (Mastotermes darwiniensis)
GCF_000233575.1,GCF_000233575.1,Streptococcus suis A7,993512,ASM23357v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis
GCF_000233595.1,GCF_000233595.1,Pantoea ananatis PA13,1095774,ASM23359v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea ananatis
GCF_000233715.2,GCF_000233715.2,Desulfoscipio gibsoniae DSM 7213,767817,ASM23371v3,resolved,Bacteria,Bacillati,Bacillota,Clostridia,Eubacteriales,Desulfallaceae,Desulfoscipio,Desulfoscipio gibsoniae
GCF_000233735.1,GCF_000233735.1,Corynebacterium pseudotuberculosis 1/06-A,1087454,ASM23373v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium pseudotuberculosis
GCF_000233755.1,GCF_000233755.1,Lacticaseibacillus rhamnosus ATCC 8530,1088720,ASM23375v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus
GCF_000233775.1,GCF_000233775.1,Thermovirga lienii DSM 17291,580340,ASM23377v1,resolved,Bacteria,Thermotogati,Synergistota,Synergistia,Synergistales,Thermovirgaceae,Thermovirga,Thermovirga lienii
GCF_000233875.1,GCF_000233875.1,Escherichia coli str. 'clone D i2',885276,ASM23387v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_000233895.1,GCF_000233895.1,Escherichia coli str. 'clone D i14',885275,ASM23389v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_000233915.3,GCF_000233915.3,Pseudoxanthomonas spadix BD-a59,1045855,ASM23391v4,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Pseudoxanthomonas,Pseudoxanthomonas spadix
GCF_000234725.1,GCF_000234725.1,Mycobacterium tuberculosis variant bovis BCG str. Mexico,717522,ASM23472v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis
GCF_000234745.1,GCF_000234745.1,Pasteurella multocida 36950,1075089,ASM23474v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella,Pasteurella multocida
GCF_000234805.1,GCF_000234805.1,Pyrobaculum ferrireducens,1104324,ASM23480v1,resolved,Archaea,Thermoproteati,Thermoproteota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum ferrireducens
GCF_000234825.3,GCF_000234825.3,Leuconostoc mesenteroides subsp. mesenteroides J18,1107880,ASM23482v3,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc mesenteroides
GCF_000235405.2,GCF_000235405.2,Fervidobacterium pennivorans DSM 9078,771875,ASM23540v3,resolved,Bacteria,Thermotogati,Thermotogota,Thermotogae,Thermotogales,Fervidobacteriaceae,Fervidobacterium,Fervidobacterium pennivorans
GCF_000235545.1,GCF_000235545.1,Salmonella enterica subsp. enterica serovar Gallinarum/Pullorum str. RKS5078,1081093,ASM23554v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
GCF_000235565.1,GCF_000235565.1,Methanothrix harundinacea 6Ac,1110509,ASM23556v1,resolved,Archaea,Methanobacteriati,Methanobacteriota,Methanomicrobia,Methanotrichales,Methanotrichaceae,Methanothrix,Methanothrix harundinacea
GCF_000235585.1,GCF_000235585.1,Paenibacillus terrae HPL-003,985665,ASM23558v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus terrae
GCF_000235605.1,GCF_000235605.1,Desulfosporosinus orientis DSM 765,768706,ASM23560v1,resolved,Bacteria,Bacillati,Bacillota,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfosporosinus,Desulfosporosinus orientis
GCF_000235765.1,GCF_000235765.1,Enterobacter cloacae subsp. dissolvens SDM,1104326,ASM23576v3,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae
GCF_000236065.1,GCF_000236065.1,Burkholderia sp. YI23,1097668,ASM23606v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. YI23
GCF_000236215.2,GCF_000236215.2,Burkholderia cenocepacia H111,1055524,ASM23621v4,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cenocepacia
GCF_000236255.1,GCF_000236255.1,Brucella suis VBI22,1112912,ASM23625v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella,Brucella suis
GCF_000236405.1,GCF_000236405.1,Blattabacterium sp. (Cryptocercus punctulatus) str. Cpu,1075399,ASM23640v1,resolved,Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,Blattabacterium,Blattabacterium sp. (Cryptocercus punctulatus) str. Cpu
GCF_000236475.1,GCF_000236475.1,Lactococcus cremoris subsp. cremoris A76,1104322,ASM23647v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus cremoris
GCF_000236585.1,GCF_000236585.1,Thermus sp. CCB_US3_UF1,1111069,ASM23658v1,resolved,Bacteria,Thermotogati,Deinococcota,Deinococci,Thermales,Thermaceae,Thermus,Thermus sp. CCB_US3_UF1
GCF_000236605.1,GCF_000236605.1,Geobacillus thermoleovorans CCB_US3_UF5,1111068,ASM23660v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Caryophanales,Anoxybacillaceae,Geobacillus,Geobacillus thermoleovorans
GCF_000236665.1,GCF_000236665.1,Azospira oryzae PS,640081,ASM23666v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae
GCF_000236685.1,GCF_000236685.1,Sphaerochaeta pleomorpha str. Grapes,158190,ASM23668v1,resolved,Bacteria,Pseudomonadati,Spirochaetota,Spirochaetia,Spirochaetales,Sphaerochaetaceae,Sphaerochaeta,Sphaerochaeta pleomorpha
GCF_000236705.1,GCF_000236705.1,Owenweeksia hongkongensis DSM 17368,926562,ASM23670v1,resolved,Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Owenweeksiaceae,Owenweeksia,Owenweeksia hongkongensis
GCF_000236925.1,GCF_000236925.1,Staphylococcus argenteus,985002,ASM23692v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Caryophanales,Staphylococcaceae,Staphylococcus,Staphylococcus argenteus
GCF_000237065.1,GCF_000237065.1,Pseudomonas ogarae,1114970,ASM23706v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas ogarae
GCF_000237085.1,GCF_000237085.1,Acetivibrio clariflavus DSM 19732,720554,ASM23708v1,resolved,Bacteria,Bacillati,Bacillota,Clostridia,Acetivibrionales,Acetivibrionaceae,Acetivibrio,Acetivibrio clariflavus
GCF_000237125.2,GCF_000237125.2,Staphylococcus aureus subsp. aureus M013,1118959,ASM23712v3,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Caryophanales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
GCF_000237145.1,GCF_000237145.1,Actinoplanes sp. SE50/110,134676,ASM23714v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes sp. SE50/110
GCF_000237205.1,GCF_000237205.1,Simkania negevensis Z,331113,ASM23720v1,resolved,Bacteria,Pseudomonadati,Chlamydiota,Chlamydiia,Parachlamydiales,Simkaniaceae,Simkania,Simkania negevensis
GCF_000237265.1,GCF_000237265.1,Staphylococcus aureus subsp. aureus LGA251,985006,ASM23726v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Caryophanales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
GCF_000237305.1,GCF_000237305.1,Streptantibioticus cattleyicolor NRRL 8057 = DSM 46488,1003195,ASM23730v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptantibioticus,Streptantibioticus cattleyicolor
GCF_000237325.1,GCF_000237325.1,Paenibacillus polymyxa M1,1052684,ASM23732v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus polymyxa
GCF_000237845.1,GCF_000237845.1,Rickettsia slovaca 13-B,941638,ASM23784v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia slovaca
