rxn_id	Jankowski_2008	Flamholz_2012	Beber_2022	LLM_Opus_4.8
rxn51515	NA	NA	NA	>
rxn51516	NA	NA	NA	>
rxn51517	NA	NA	NA	>
rxn51518	NA	NA	NA	>
rxn51519	NA	NA	NA	>
rxn51520	NA	NA	NA	>
rxn51521	>	NA	=	>
rxn51522	NA	NA	NA	>
rxn51523	NA	NA	NA	=
rxn51524	NA	NA	NA	>
rxn51525	NA	NA	NA	>
rxn51526	NA	NA	>	>
rxn51527	NA	NA	>	>
rxn51528	NA	NA	NA	=
rxn51529	NA	NA	NA	>
rxn51530	NA	NA	NA	=
rxn51531	NA	NA	>	>
rxn51532	=	NA	=	>
rxn51533	NA	NA	NA	>
rxn51534	NA	NA	=	>
rxn51535	NA	NA	NA	>
rxn51536	=	NA	=	>
rxn51537	NA	NA	NA	>
rxn51538	NA	NA	NA	>
rxn51539	NA	NA	NA	>
rxn51540	NA	NA	NA	>
rxn51541	NA	NA	NA	>
rxn51542	NA	NA	NA	>
rxn51543	NA	NA	<	>
rxn51544	NA	NA	NA	>
rxn51545	>	NA	>	>
rxn51546	NA	NA	NA	>
rxn51547	NA	NA	NA	>
rxn51548	NA	NA	NA	>
rxn51549	NA	NA	=	<
rxn51550	NA	NA	NA	>
rxn51551	NA	NA	NA	>
rxn51552	NA	NA	NA	>
rxn51553	NA	NA	NA	>
rxn51554	NA	NA	NA	>
rxn51555	NA	NA	NA	>
rxn51556	NA	NA	NA	>
rxn51557	NA	NA	NA	>
rxn51558	NA	NA	NA	>
rxn51559	NA	NA	NA	>
rxn51560	NA	NA	NA	>
rxn51561	NA	NA	NA	>
rxn51562	=	NA	>	>
rxn51563	>	NA	>	>
rxn51564	NA	NA	>	>
rxn51565	NA	NA	=	>
rxn51566	NA	NA	NA	>
rxn51567	NA	NA	NA	>
rxn51568	NA	NA	>	>
rxn51569	NA	NA	NA	>
rxn51570	NA	NA	NA	>
rxn51571	NA	NA	NA	>
rxn51572	=	NA	>	>
rxn51573	NA	NA	NA	>
rxn51574	NA	NA	NA	>
rxn51575	NA	NA	NA	>
rxn51576	NA	NA	NA	>
rxn51577	NA	NA	NA	>
rxn51578	NA	NA	NA	>
rxn51579	NA	NA	NA	>
rxn51580	NA	NA	NA	>
rxn51581	NA	NA	=	>
rxn51582	NA	NA	NA	>
rxn51583	NA	NA	NA	=
rxn51584	NA	NA	>	>
rxn51585	NA	NA	NA	>
rxn51586	NA	NA	NA	>
rxn51587	NA	NA	NA	>
rxn51588	NA	NA	NA	>
rxn51589	NA	NA	NA	>
rxn51590	NA	NA	NA	>
rxn51591	NA	NA	NA	>
rxn51592	NA	NA	NA	>
rxn51593	NA	NA	NA	>
rxn51594	NA	NA	NA	>
rxn51595	NA	NA	NA	>
rxn51596	NA	NA	NA	>
rxn51597	NA	NA	NA	>
rxn51598	NA	NA	NA	=
rxn51599	NA	NA	NA	=
rxn51600	NA	NA	NA	>
rxn51601	NA	NA	NA	>
rxn51602	NA	NA	NA	>
rxn51603	NA	NA	NA	>
rxn51604	NA	NA	NA	>
rxn51605	=	NA	=	>
rxn51606	=	NA	=	>
rxn51607	NA	NA	NA	=
rxn51608	NA	NA	NA	<
rxn51609	NA	NA	=	>
rxn51610	NA	NA	=	>
rxn51611	>	NA	>	>
rxn51612	NA	NA	NA	>
rxn51613	NA	NA	>	>
rxn51614	NA	NA	NA	>
rxn51615	NA	NA	>	>
rxn51616	NA	NA	>	>
rxn51617	NA	NA	=	>
rxn51618	NA	NA	NA	>
rxn51619	NA	NA	NA	>
rxn51620	NA	NA	NA	>
rxn51621	NA	NA	NA	>
rxn51622	NA	NA	NA	>
rxn51623	NA	NA	NA	>
rxn51624	NA	NA	NA	>
rxn51625	NA	NA	NA	>
rxn51626	NA	NA	NA	>
rxn51627	NA	NA	NA	>
rxn51628	NA	NA	NA	>
rxn51629	NA	NA	NA	>
rxn51630	NA	NA	NA	>
rxn51631	NA	NA	NA	>
rxn51632	NA	NA	NA	>
rxn51633	NA	NA	NA	>
rxn51634	NA	NA	NA	<
rxn51635	NA	NA	NA	>
rxn51636	NA	NA	NA	>
rxn51637	NA	NA	NA	>
rxn51638	NA	NA	>	>
rxn51639	NA	NA	>	>
rxn51640	NA	NA	>	>
rxn51641	NA	NA	=	>
rxn51642	NA	NA	NA	>
rxn51643	NA	NA	=	>
rxn51644	NA	NA	=	>
rxn51645	NA	NA	=	>
rxn51646	NA	NA	NA	>
rxn51647	NA	NA	NA	>
rxn51648	NA	NA	NA	>
rxn51649	NA	NA	NA	>
rxn51650	NA	NA	NA	>
rxn51651	NA	NA	NA	>
rxn51652	NA	NA	NA	>
rxn51653	NA	NA	NA	>
rxn51654	NA	NA	NA	>
rxn51655	NA	NA	NA	>
rxn51656	NA	NA	NA	<
rxn51657	NA	NA	NA	>
rxn51658	NA	NA	NA	>
rxn51659	NA	NA	NA	>
rxn51660	NA	NA	NA	>
rxn51661	NA	NA	NA	>
rxn51662	NA	NA	NA	>
rxn51663	NA	NA	NA	>
rxn51664	NA	NA	NA	>
rxn51665	NA	NA	NA	>
rxn51666	NA	NA	NA	>
rxn51667	NA	NA	NA	>
rxn51668	NA	NA	NA	>
rxn51669	NA	NA	NA	>
rxn51670	NA	NA	NA	>
rxn51671	NA	NA	NA	>
rxn51672	NA	NA	NA	>
rxn51673	NA	NA	NA	>
rxn51674	NA	NA	NA	>
rxn51675	NA	NA	NA	>
rxn51676	NA	NA	NA	>
rxn51677	NA	NA	NA	>
rxn51678	NA	NA	NA	>
rxn51679	NA	NA	NA	>
rxn51680	NA	NA	NA	>
rxn51681	NA	NA	NA	>
rxn51682	NA	NA	NA	>
rxn51683	NA	NA	=	>
rxn51684	NA	NA	NA	>
rxn51685	NA	NA	>	>
rxn51686	=	NA	>	>
rxn51687	NA	NA	>	>
rxn51688	NA	NA	>	>
rxn51689	NA	NA	>	>
rxn51690	NA	NA	>	>
rxn51691	NA	NA	=	>
rxn51692	NA	NA	NA	>
rxn51693	NA	NA	NA	>
rxn51694	NA	NA	NA	>
rxn51695	NA	NA	>	>
rxn51696	NA	NA	>	>
rxn51697	NA	NA	>	>
rxn51698	NA	NA	>	>
rxn51699	NA	NA	>	>
rxn51700	NA	NA	NA	>
rxn51701	NA	NA	NA	>
rxn51702	>	NA	=	>
rxn51703	NA	NA	=	>
rxn51704	NA	NA	=	>
rxn51705	NA	NA	=	>
rxn51706	NA	NA	NA	>
rxn51707	NA	NA	=	>
rxn51708	NA	NA	NA	>
rxn51709	NA	NA	NA	=
rxn51710	NA	NA	NA	>
rxn51711	NA	NA	NA	>
rxn51712	=	NA	NA	?
rxn51713	=	NA	NA	?
rxn51714	=	NA	NA	?
rxn51715	NA	NA	NA	>
rxn51716	NA	NA	NA	>
rxn51717	NA	NA	<	>
rxn51718	NA	NA	NA	>
rxn51719	>	NA	=	=
rxn51720	NA	NA	NA	>
rxn51721	NA	NA	NA	>
rxn51722	NA	NA	NA	>
rxn51723	NA	NA	=	>
rxn51724	NA	NA	=	>
rxn51725	NA	NA	=	>
rxn51726	NA	NA	NA	>
rxn51727	NA	NA	=	>
rxn51728	=	NA	=	>
rxn51729	NA	NA	=	>
rxn51730	NA	NA	=	>
rxn51731	NA	NA	NA	>
rxn51732	=	NA	=	>
rxn51733	=	NA	=	>
rxn51734	NA	NA	NA	>
rxn51735	NA	NA	NA	>
rxn51736	NA	NA	<	>
rxn51737	NA	NA	NA	>
rxn51738	NA	NA	=	>
rxn51739	NA	NA	=	>
rxn51740	NA	NA	=	>
rxn51741	NA	NA	=	>
rxn51742	NA	NA	NA	>
rxn51743	NA	NA	>	>
rxn51744	NA	NA	>	<
rxn51745	NA	NA	NA	>
rxn51746	NA	NA	NA	>
rxn51747	NA	NA	=	>
rxn51748	NA	NA	=	>
rxn51749	NA	NA	=	>
rxn51750	NA	NA	=	>
rxn51751	NA	NA	<	>
rxn51752	NA	NA	NA	>
rxn51753	NA	NA	>	>
rxn51754	NA	NA	NA	?
rxn51755	NA	NA	NA	>
rxn51756	NA	NA	NA	>
rxn51757	NA	NA	NA	>
rxn51758	NA	NA	NA	>
rxn51759	NA	NA	NA	>
rxn51760	NA	NA	NA	>
rxn51761	NA	NA	NA	>
rxn51762	NA	NA	NA	>
rxn51763	NA	NA	NA	>
rxn51764	NA	NA	NA	>
rxn51765	NA	NA	NA	>
rxn51766	NA	NA	NA	>
rxn51767	>	NA	=	>
rxn51768	=	NA	=	>
rxn51769	NA	NA	=	>
rxn51770	NA	NA	=	>
rxn51771	NA	NA	=	>
rxn51772	NA	NA	=	>
rxn51773	NA	NA	NA	=
rxn51774	NA	NA	NA	=
rxn51775	NA	NA	NA	=
rxn51776	NA	NA	NA	=
rxn51777	NA	NA	<	>
rxn51778	NA	NA	<	>
rxn51779	NA	NA	NA	>
rxn51780	NA	NA	NA	>
rxn51781	NA	NA	NA	>
rxn51782	NA	NA	NA	>
rxn51783	NA	NA	NA	>
rxn51784	NA	NA	NA	>
rxn51785	>	NA	=	>
rxn51786	NA	NA	NA	>
rxn51787	NA	NA	NA	>
rxn51788	NA	NA	NA	>
rxn51789	NA	NA	NA	>
rxn51790	NA	NA	NA	>
rxn51791	NA	NA	NA	?
rxn51792	NA	NA	NA	>
rxn51793	NA	NA	NA	>
rxn51794	NA	NA	NA	>
rxn51795	NA	NA	NA	>
rxn51796	NA	NA	=	>
rxn51797	NA	NA	=	>
rxn51798	NA	NA	=	=
rxn51799	NA	NA	=	=
rxn51800	NA	NA	=	=
rxn51801	=	NA	=	=
rxn51802	=	NA	=	=
rxn51803	=	NA	=	?
rxn51804	NA	NA	=	=
rxn51805	=	NA	=	>
rxn51806	NA	NA	NA	>
rxn51807	NA	NA	>	>
rxn51808	NA	NA	NA	>
rxn51809	NA	NA	=	>
rxn51810	NA	NA	NA	=
rxn51811	NA	NA	NA	?
rxn51812	NA	NA	NA	=
rxn51813	NA	NA	NA	?
rxn51814	=	NA	=	>
rxn51815	NA	NA	=	>
rxn51816	NA	NA	=	>
rxn51817	=	NA	=	>
rxn51818	NA	NA	NA	=
rxn51819	NA	NA	NA	>
rxn51820	NA	NA	NA	>
rxn51821	NA	NA	>	>
rxn51822	NA	NA	NA	>
rxn51823	=	NA	=	>
rxn51824	NA	NA	NA	>
rxn51825	NA	NA	NA	>
rxn51826	NA	NA	NA	>
rxn51827	>	NA	>	>
rxn51828	>	NA	>	>
rxn51829	NA	NA	NA	>
rxn51830	NA	NA	NA	>
rxn51831	NA	NA	>	>
rxn51832	NA	NA	NA	>
rxn51833	NA	NA	>	>
rxn51834	NA	NA	>	>
rxn51835	>	NA	>	>
rxn51836	>	NA	>	>
rxn51837	>	NA	>	>
rxn51838	NA	NA	NA	>
rxn51839	NA	NA	>	>
rxn51840	NA	NA	NA	>
rxn51841	NA	NA	NA	>
rxn51842	NA	NA	NA	>
rxn51843	=	NA	>	>
rxn51844	=	NA	=	=
rxn51845	=	NA	<	>
rxn51846	NA	NA	=	>
rxn51847	NA	NA	=	>
rxn51848	NA	NA	NA	>
rxn51849	NA	NA	NA	>
rxn51850	>	NA	=	>
rxn51851	NA	NA	=	>
rxn51852	>	NA	=	>
rxn51853	>	NA	=	>
rxn51854	>	NA	=	>
rxn51855	NA	NA	=	>
rxn51856	NA	NA	=	>
rxn51857	=	NA	=	>
rxn51858	NA	NA	=	>
rxn51859	NA	NA	=	>
rxn51860	NA	NA	=	>
rxn51861	NA	NA	=	>
rxn51862	NA	NA	NA	>
rxn51863	NA	NA	>	?
rxn51864	NA	NA	NA	>
rxn51865	NA	NA	NA	>
rxn51866	NA	NA	=	>
rxn51867	NA	NA	=	>
rxn51868	NA	NA	=	>
rxn51869	NA	NA	=	>
rxn51870	NA	NA	=	>
rxn51871	NA	NA	=	>
rxn51872	NA	NA	=	>
rxn51873	NA	NA	=	>
rxn51874	NA	NA	=	>
rxn51875	NA	NA	=	>
rxn51876	=	NA	=	=
rxn51877	=	NA	=	=
rxn51878	NA	NA	NA	>
rxn51879	NA	NA	=	=
rxn51880	NA	NA	=	=
rxn51881	NA	NA	=	>
rxn51882	NA	NA	=	=
rxn51883	NA	NA	<	>
rxn51884	NA	NA	<	>
rxn51885	NA	NA	<	>
rxn51886	NA	NA	<	>
rxn51887	NA	NA	<	>
rxn51888	NA	NA	<	>
rxn51889	NA	NA	<	>
rxn51890	NA	NA	<	>
rxn51891	NA	NA	<	>
rxn51892	NA	NA	<	>
rxn51893	NA	NA	<	>
rxn51894	NA	NA	NA	>
rxn51895	NA	NA	=	>
rxn51896	=	NA	>	>
rxn51897	NA	NA	>	>
rxn51898	NA	NA	>	>
rxn51899	NA	NA	>	>
rxn51900	NA	NA	>	>
rxn51901	NA	NA	NA	>
rxn51902	NA	NA	=	>
rxn51903	NA	NA	=	>
rxn51904	NA	NA	NA	?
rxn51905	NA	NA	NA	>
rxn51906	NA	NA	=	>
rxn51907	NA	NA	=	>
rxn51908	NA	NA	=	>
rxn51909	NA	NA	=	>
rxn51910	NA	NA	NA	>
rxn51911	NA	NA	NA	>
rxn51912	NA	NA	NA	>
rxn51913	NA	NA	NA	>
rxn51914	NA	NA	NA	=
rxn51915	NA	NA	NA	?
rxn51916	NA	NA	NA	?
rxn51917	NA	NA	NA	?
rxn51918	NA	NA	NA	>
rxn51919	NA	NA	NA	>
rxn51920	NA	NA	NA	>
rxn51921	NA	NA	=	>
rxn51922	NA	NA	=	>
rxn51923	NA	NA	=	=
rxn51924	NA	NA	=	=
rxn51925	NA	NA	=	=
rxn51926	NA	NA	NA	>
rxn51927	NA	NA	=	=
rxn51928	NA	NA	>	>
rxn51929	NA	NA	NA	>
rxn51930	NA	NA	NA	>
rxn51931	NA	NA	NA	>
rxn51932	NA	NA	>	>
rxn51933	NA	NA	>	>
rxn51934	NA	NA	>	>
rxn51935	=	NA	>	>
rxn51936	NA	NA	NA	>
rxn51937	NA	NA	NA	>
rxn51938	NA	NA	>	>
rxn51939	NA	NA	>	>
rxn51940	NA	NA	NA	>
rxn51941	NA	NA	>	>
rxn51942	=	NA	=	>
rxn51943	NA	NA	>	>
rxn51944	NA	NA	>	>
rxn51945	NA	NA	NA	>
rxn51946	NA	NA	NA	>
rxn51947	NA	NA	NA	>
rxn51948	NA	NA	NA	>
rxn51949	NA	NA	=	>
rxn51950	NA	NA	NA	>
rxn51951	NA	NA	NA	>
rxn51952	NA	NA	NA	>
rxn51953	NA	NA	NA	=
rxn51954	NA	NA	=	>
rxn51955	NA	NA	NA	>
rxn51956	NA	NA	NA	>
rxn51957	NA	NA	NA	>
rxn51958	NA	NA	NA	>
rxn51959	NA	NA	NA	>
rxn51960	NA	NA	NA	>
rxn51961	NA	NA	=	=
rxn51962	NA	NA	NA	>
rxn51963	NA	NA	NA	>
rxn51964	NA	NA	NA	>
rxn51965	NA	NA	NA	>
rxn51966	NA	NA	NA	>
rxn51967	NA	NA	NA	=
rxn51968	NA	NA	NA	>
rxn51969	NA	NA	NA	>
rxn51970	NA	NA	NA	>
rxn51971	NA	NA	NA	<
rxn51972	=	NA	>	>
rxn51973	NA	NA	>	>
rxn51974	NA	NA	=	=
rxn51975	NA	NA	NA	>
rxn51976	NA	NA	=	=
rxn51977	NA	NA	=	=
rxn51978	NA	NA	=	=
rxn51979	=	NA	=	=
rxn51980	NA	NA	=	=
rxn51981	NA	NA	NA	>
rxn51982	NA	NA	NA	>
rxn51983	>	NA	>	>
rxn51984	NA	NA	NA	>
rxn51985	NA	NA	NA	>
rxn51986	NA	NA	NA	>
rxn51987	NA	NA	NA	>
rxn51988	NA	NA	NA	>
rxn51989	NA	NA	NA	>
rxn51990	NA	NA	>	>
rxn51991	=	NA	>	>
rxn51992	NA	NA	>	>
rxn51993	>	NA	=	>
rxn51994	NA	NA	NA	>
rxn51995	NA	NA	NA	>
rxn51996	NA	NA	NA	>
rxn51997	NA	NA	=	=
rxn51998	NA	NA	=	=
rxn51999	NA	NA	=	=
rxn52000	NA	NA	=	=
rxn52001	NA	NA	=	=
rxn52002	NA	NA	=	=
rxn52003	NA	NA	=	>
rxn52004	=	NA	=	>
rxn52005	NA	NA	NA	>
rxn52006	>	NA	>	?
rxn52007	NA	NA	NA	>
rxn52008	NA	NA	NA	>
rxn52009	NA	NA	NA	>
rxn52010	NA	NA	NA	>
rxn52011	NA	NA	NA	>
rxn52012	NA	NA	=	=
rxn52013	=	NA	=	>
rxn52014	=	NA	=	>
rxn52015	NA	NA	NA	=
rxn52016	NA	NA	NA	>
rxn52017	NA	NA	NA	>
rxn52018	NA	NA	=	>
rxn52019	NA	NA	NA	>
rxn52020	NA	NA	NA	>
rxn52021	NA	NA	=	>
rxn52022	NA	NA	NA	>
rxn52023	NA	NA	>	>
rxn52024	NA	NA	>	>
rxn52025	NA	NA	NA	>
rxn52026	NA	NA	>	>
rxn52027	=	NA	=	<
rxn52028	=	NA	=	>
rxn52029	NA	NA	>	>
rxn52030	=	NA	>	>
rxn52031	NA	NA	NA	>
rxn52032	NA	NA	>	>
rxn52033	NA	NA	=	>
rxn52034	NA	NA	=	>
rxn52035	NA	NA	=	>
rxn52036	NA	NA	=	>
rxn52037	NA	NA	NA	=
rxn52038	NA	NA	NA	<
rxn52039	NA	NA	NA	>
rxn52040	NA	NA	NA	>
rxn52041	NA	NA	NA	=
rxn52042	NA	NA	NA	>
rxn52043	NA	NA	NA	>
rxn52044	NA	NA	=	>
rxn52045	NA	NA	=	>
rxn52046	NA	NA	NA	>
rxn52047	NA	NA	NA	>
rxn52048	NA	NA	=	>
rxn52049	NA	NA	NA	>
rxn52050	NA	NA	>	>
rxn52051	NA	NA	>	>
rxn52052	NA	NA	>	>
rxn52053	NA	NA	=	>
rxn52054	NA	NA	=	>
rxn52055	NA	NA	NA	>
rxn52056	NA	NA	NA	>
rxn52057	NA	NA	NA	>
rxn52058	NA	NA	=	>
rxn52059	NA	NA	>	<
rxn52060	NA	NA	>	>
rxn52061	NA	NA	>	>
rxn52062	NA	NA	>	>
rxn52063	NA	NA	NA	>
rxn52064	NA	NA	=	>
rxn52065	NA	NA	=	>
rxn52066	NA	NA	=	>
rxn52067	NA	NA	=	>
rxn52068	NA	NA	=	>
rxn52069	NA	NA	=	>
rxn52070	NA	NA	=	>
rxn52071	NA	NA	=	>
rxn52072	NA	NA	>	>
rxn52073	NA	NA	>	>
rxn52074	NA	NA	>	>
rxn52075	NA	NA	>	>
rxn52076	NA	NA	>	>
rxn52077	NA	NA	=	>
rxn52078	NA	NA	>	>
rxn52079	NA	NA	>	?
rxn52080	NA	NA	NA	>
rxn52081	NA	NA	>	>
rxn52082	NA	NA	>	>
rxn52083	NA	NA	>	?
rxn52084	NA	NA	>	>
rxn52085	NA	NA	>	>
rxn52086	NA	NA	>	>
rxn52087	NA	NA	=	>
rxn52088	NA	NA	=	>
rxn52089	NA	NA	=	>
rxn52090	NA	NA	NA	>
rxn52091	NA	NA	NA	>
rxn52092	=	NA	>	>
rxn52093	NA	NA	=	>
rxn52094	NA	NA	NA	>
rxn52095	NA	NA	NA	>
rxn52096	NA	NA	NA	<
rxn52097	NA	NA	NA	<
rxn52098	NA	NA	NA	<
rxn52099	NA	NA	NA	<
rxn52100	NA	NA	NA	>
rxn52101	NA	NA	NA	<
rxn52102	NA	NA	NA	>
rxn52103	NA	NA	NA	<
rxn52104	NA	NA	>	>
rxn52105	NA	NA	>	>
rxn52106	NA	NA	>	>
rxn52107	NA	NA	>	>
rxn52108	NA	NA	NA	>
rxn52109	NA	NA	NA	?
rxn52110	NA	NA	>	>
rxn52111	NA	NA	>	>
rxn52112	NA	NA	NA	?
rxn52113	NA	NA	NA	>
rxn52114	NA	NA	=	?
rxn52115	NA	NA	NA	>
rxn52116	NA	NA	>	>
rxn52117	NA	NA	>	>
rxn52118	NA	NA	>	>
rxn52119	NA	NA	>	>
rxn52120	NA	NA	>	>
rxn52121	NA	NA	>	>
rxn52122	NA	NA	>	>
rxn52123	NA	NA	>	>
rxn52124	NA	NA	NA	>
rxn52125	NA	NA	NA	>
rxn52126	NA	NA	>	>
rxn52127	NA	NA	>	>
rxn52128	NA	NA	>	>
rxn52129	>	NA	>	>
rxn52130	NA	NA	=	>
rxn52131	NA	NA	=	>
rxn52132	NA	NA	=	>
rxn52133	NA	NA	=	>
rxn52134	NA	NA	=	>
rxn52135	NA	NA	=	>
rxn52136	NA	NA	=	>
rxn52137	NA	NA	=	>
rxn52138	NA	NA	NA	?
rxn52139	NA	NA	NA	?
rxn52140	NA	NA	NA	?
rxn52141	NA	NA	NA	?
rxn52142	NA	NA	NA	?
rxn52143	>	NA	>	>
rxn52144	NA	NA	=	?
rxn52145	NA	NA	=	>
rxn52146	NA	NA	>	>
rxn52147	=	NA	NA	?
rxn52148	NA	NA	=	=
rxn52149	=	NA	=	<
rxn52150	=	NA	=	>
rxn52151	>	NA	>	>
rxn52152	NA	NA	NA	>
rxn52153	NA	NA	NA	>
rxn52154	NA	NA	=	>
rxn52155	NA	NA	NA	>
rxn52156	NA	NA	NA	>
rxn52157	=	NA	=	>
rxn52158	NA	NA	NA	=
rxn52159	NA	NA	NA	=
rxn52160	=	NA	=	=
rxn52161	=	NA	=	=
rxn52162	NA	NA	>	>
rxn52163	=	NA	=	=
rxn52164	=	NA	=	=
rxn52165	=	NA	=	=
rxn52166	NA	NA	<	>
rxn52167	NA	NA	<	>
rxn52168	NA	NA	<	>
rxn52169	NA	NA	<	>
rxn52170	NA	NA	<	>
rxn52171	NA	NA	<	>
rxn52172	NA	NA	<	>
rxn52173	NA	NA	<	>
rxn52174	NA	NA	<	>
rxn52175	NA	NA	<	>
rxn52176	NA	NA	NA	>
rxn52177	NA	NA	NA	>
rxn52178	NA	NA	=	>
rxn52179	NA	NA	=	>
rxn52180	NA	NA	=	>
rxn52181	NA	NA	NA	>
rxn52182	NA	NA	<	>
rxn52183	NA	NA	<	>
rxn52184	NA	NA	<	>
rxn52185	NA	NA	<	>
rxn52186	NA	NA	<	>
rxn52187	NA	NA	<	>
rxn52188	NA	NA	<	>
rxn52189	NA	NA	<	>
rxn52190	NA	NA	NA	>
rxn52191	NA	NA	NA	>
rxn52192	NA	NA	NA	>
rxn52193	>	NA	>	?
rxn52194	NA	NA	>	>
rxn52195	NA	NA	>	>
rxn52196	NA	NA	NA	>
rxn52197	NA	NA	>	>
rxn52198	=	NA	=	>
rxn52199	NA	NA	NA	>
rxn52200	NA	NA	=	=
rxn52201	NA	NA	NA	?
rxn52202	NA	NA	>	?
rxn52203	NA	NA	>	>
rxn52204	>	NA	>	>
rxn52205	NA	NA	NA	=
rxn52206	NA	NA	NA	>
rxn52207	NA	NA	NA	>
rxn52208	NA	NA	NA	>
rxn52209	NA	NA	=	=
rxn52210	=	NA	>	>
rxn52211	=	NA	>	<
rxn52212	NA	NA	NA	>
rxn52213	NA	NA	NA	>
rxn52214	NA	NA	NA	>
rxn52215	NA	NA	>	>
rxn52216	NA	NA	=	>
rxn52217	NA	NA	NA	>
rxn52218	NA	NA	NA	>
rxn52219	NA	NA	NA	>
rxn52220	>	NA	>	>
rxn52221	NA	NA	>	>
rxn52222	NA	NA	NA	>
rxn52223	NA	NA	NA	>
rxn52224	NA	NA	NA	>
rxn52225	NA	NA	NA	>
rxn52226	NA	NA	NA	>
rxn52227	NA	NA	NA	>
rxn52228	NA	NA	NA	>
rxn52229	NA	NA	NA	>
rxn52230	NA	NA	NA	>
rxn52231	NA	NA	NA	>
rxn52232	NA	NA	NA	>
rxn52233	NA	NA	=	>
rxn52234	=	NA	>	>
rxn52235	NA	NA	NA	>
rxn52236	NA	NA	NA	>
rxn52237	NA	NA	NA	>
rxn52238	NA	NA	NA	>
rxn52239	NA	NA	NA	>
rxn52240	NA	NA	NA	>
rxn52241	NA	NA	NA	>
rxn52242	NA	NA	NA	>
rxn52243	NA	NA	NA	>
rxn52244	NA	NA	NA	>
rxn52245	NA	NA	NA	>
rxn52246	NA	NA	NA	>
rxn52247	NA	NA	NA	>
rxn52248	NA	NA	NA	>
rxn52249	NA	NA	NA	>
rxn52250	NA	NA	NA	>
rxn52251	NA	NA	NA	>
rxn52252	NA	NA	NA	>
rxn52253	NA	NA	NA	>
rxn52254	NA	NA	NA	>
rxn52255	NA	NA	NA	>
rxn52256	NA	NA	NA	?
rxn52257	>	NA	>	>
rxn52258	NA	NA	NA	>
rxn52259	NA	NA	<	=
rxn52260	NA	NA	=	>
rxn52261	NA	NA	=	?
rxn52262	NA	NA	=	=
rxn52263	=	NA	=	>
rxn52264	NA	NA	NA	>
rxn52265	NA	NA	NA	>
rxn52266	NA	NA	NA	>
rxn52267	NA	NA	NA	>
rxn52268	NA	NA	NA	>
rxn52269	NA	NA	NA	>
rxn52270	NA	NA	NA	>
rxn52271	NA	NA	NA	>
rxn52272	NA	NA	NA	>
rxn52273	NA	NA	NA	>
rxn52274	NA	NA	NA	>
rxn52275	NA	NA	NA	>
rxn52276	NA	NA	NA	>
rxn52277	NA	NA	NA	>
rxn52278	NA	NA	NA	>
rxn52279	NA	NA	NA	>
rxn52280	NA	NA	NA	>
rxn52281	NA	NA	NA	>
rxn52282	NA	NA	NA	>
rxn52283	NA	NA	NA	>
rxn52284	NA	NA	NA	>
rxn52285	NA	NA	NA	>
rxn52286	NA	NA	NA	>
rxn52287	NA	NA	=	>
rxn52288	NA	NA	NA	>
rxn52289	NA	NA	NA	>
rxn52290	NA	NA	>	?
rxn52291	NA	NA	NA	>
rxn52292	NA	NA	NA	>
rxn52293	NA	NA	NA	>
rxn52294	=	NA	NA	=
rxn52295	NA	NA	NA	?
rxn52296	=	NA	NA	?
rxn52297	NA	NA	NA	>
rxn52298	NA	NA	NA	>
rxn52299	NA	NA	NA	>
rxn52300	NA	NA	NA	>
rxn52301	NA	NA	NA	>
rxn52302	NA	NA	NA	>
rxn52303	NA	NA	NA	>
rxn52304	NA	NA	NA	>
rxn52305	NA	NA	NA	>
rxn52306	NA	NA	NA	>
rxn52307	NA	NA	NA	>
rxn52308	NA	NA	NA	>
rxn52309	NA	NA	NA	>
rxn52310	NA	NA	NA	>
rxn52311	NA	NA	NA	>
rxn52312	NA	NA	NA	>
rxn52313	NA	NA	NA	>
rxn52314	NA	NA	NA	>
rxn52315	NA	NA	NA	>
rxn52316	NA	NA	NA	>
rxn52317	>	NA	<	>
rxn52318	NA	NA	NA	>
rxn52319	NA	NA	NA	?
rxn52320	NA	NA	NA	>
rxn52321	NA	NA	=	>
rxn52322	NA	NA	NA	>
rxn52323	NA	NA	=	>
rxn52324	NA	NA	>	>
rxn52325	NA	NA	=	>
rxn52326	NA	NA	=	>
rxn52327	NA	NA	NA	>
rxn52328	NA	NA	NA	>
rxn52329	NA	NA	NA	>
rxn52330	NA	NA	NA	>
rxn52331	NA	NA	<	>
rxn52332	NA	NA	NA	>
rxn52333	NA	NA	NA	>
rxn52334	NA	NA	NA	>
rxn52335	=	NA	=	=
rxn52336	=	NA	=	=
rxn52337	NA	NA	>	>
rxn52338	NA	NA	=	=
rxn52339	NA	NA	NA	?
rxn52340	NA	NA	NA	>
rxn52341	NA	NA	NA	>
rxn52342	NA	NA	NA	>
rxn52343	NA	NA	NA	>
rxn52344	NA	NA	NA	>
rxn52345	NA	NA	NA	>
rxn52346	NA	NA	NA	>
rxn52347	NA	NA	NA	>
rxn52348	NA	NA	NA	>
rxn52349	NA	NA	NA	>
rxn52350	NA	NA	NA	>
rxn52351	NA	NA	NA	=
rxn52352	NA	NA	NA	>
rxn52353	NA	NA	NA	>
rxn52354	NA	NA	NA	>
rxn52355	NA	NA	NA	>
rxn52356	NA	NA	NA	>
rxn52357	NA	NA	NA	>
rxn52358	NA	NA	NA	>
rxn52359	NA	NA	NA	>
rxn52360	NA	NA	NA	>
rxn52361	NA	NA	NA	>
